"year","course_code","course_description","grade","pathway_or_destination","enrolment"
"2011-2012","AWO4M","Visual Arts - Printmaking","Grade 12","University/College Preparation (Grade 11 & 12 level)","184"
"2011-2012","AWP2O","Visual Arts - Sculpture","Grade 10","Open (Grade 9 - 12 level)","179"
"2011-2012","AWP3M","Visual Arts - Sculpture","Grade 11","University/College Preparation (Grade 11 & 12 level)","293"
"2011-2012","AWP3O","Visual Arts - Sculpture","Grade 11","Open (Grade 9 - 12 level)","289"
"2011-2012","AWP4M","Visual Arts - Sculpture","Grade 12","University/College Preparation (Grade 11 & 12 level)","351"
"2011-2012","AWQ1O","Visual Arts - Photography","Grade 9","Open (Grade 9 - 12 level)","58"
"2011-2012","AWQ2O","Visual Arts - Photography","Grade 10","Open (Grade 9 - 12 level)","3736"
"2011-2012","AWQ3M","Visual Arts - Photography","Grade 11","University/College Preparation (Grade 11 & 12 level)","7793"
"2011-2012","AWQ3O","Visual Arts - Photography","Grade 11","Open (Grade 9 - 12 level)","5873"
"2011-2012","AWQ4M","Visual Arts - Photography","Grade 12","University/College Preparation (Grade 11 & 12 level)","4960"
"2011-2012","AWR1O","Visual Arts - Film/Video","Grade 9","Open (Grade 9 - 12 level)","43"
"2011-2012","AWR2O","Visual Arts - Film/Video","Grade 10","Open (Grade 9 - 12 level)","118"
"2011-2012","AWR3M","Visual Arts - Film/Video","Grade 11","University/College Preparation (Grade 11 & 12 level)","825"
"2011-2012","AWR3O","Visual Arts - Film/Video","Grade 11","Open (Grade 9 - 12 level)","564"
"2011-2012","AWR4M","Visual Arts - Film/Video","Grade 12","University/College Preparation (Grade 11 & 12 level)","1116"
"2011-2012","AWS1O","Visual Arts - Digital Media","Grade 9","Open (Grade 9 - 12 level)","560"
"2011-2012","AWS2O","Visual Arts - Digital Media","Grade 10","Open (Grade 9 - 12 level)","1225"
"2011-2012","AWS3M","Visual Arts - Digital Media","Grade 11","University/College Preparation (Grade 11 & 12 level)","1059"
"2011-2012","AWS3O","Visual Arts - Digital Media","Grade 11","Open (Grade 9 - 12 level)","431"
"2011-2012","AWS4M","Visual Arts - Digital Media","Grade 12","University/College Preparation (Grade 11 & 12 level)","864"
"2011-2012","AWT1O","Visual Arts - Non-Traditional","Grade 9","Open (Grade 9 - 12 level)","133"
"2011-2012","AWT2O","Visual Arts - Non-Traditional","Grade 10","Open (Grade 9 - 12 level)","616"
"2011-2012","AWT3M","Visual Arts - Non-Traditional","Grade 11","University/College Preparation (Grade 11 & 12 level)","353"
"2011-2012","AWT3O","Visual Arts - Non-Traditional","Grade 11","Open (Grade 9 - 12 level)","250"
"2011-2012","AWT4M","Visual Arts - Non-Traditional","Grade 12","University/College Preparation (Grade 11 & 12 level)","969"
"2011-2012","AWU2O","Visual Arts - Cultural/Historical Studies","Grade 10","Open (Grade 9 - 12 level)","72"
"2011-2012","AWU3M","Visual Arts - Cultural/Historical Studies","Grade 11","University/College Preparation (Grade 11 & 12 level)","34"
"2011-2012","AWU3O","Visual Arts - Cultural/Historical Studies","Grade 11","Open (Grade 9 - 12 level)","<10"
"2011-2012","AWU4M","Visual Arts - Cultural/Historical Studies","Grade 12","University/College Preparation (Grade 11 & 12 level)","163"
"2011-2012","BAA4T","Accounting","Grade 12","College Delivered (Dual Credits)","27"
"2011-2012","BAB4T","Accounting Basics","Grade 12","College Delivered (Dual Credits)","13"
"2011-2012","BAE4T","Financial Accounting Basics","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BAF3M","Introduction to Financial Accounting","Grade 11","University/College Preparation (Grade 11 & 12 level)","27025"
"2011-2012","BAI3E","Introduction to Accounting","Grade 11","Workplace Preparation (Grade 11 & 12 level)","578"
"2011-2012","BAJ4T","Accounting Basics II","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BAN4E","Accounting for a Small Business","Grade 12","Workplace Preparation (Grade 11 & 12 level)","80"
"2011-2012","BAT4M","Principals of Financial Accounting","Grade 12","University/College Preparation (Grade 11 & 12 level)","10069"
"2011-2012","BBA4T","Introduction to Business","Grade 12","College Delivered (Dual Credits)","39"
"2011-2012","BBB4E","Introduction to International Business","Grade 12","Workplace Preparation (Grade 11 & 12 level)","75"
"2011-2012","BBB4M","International Business Fundamentals","Grade 12","University/College Preparation (Grade 11 & 12 level)","16447"
"2011-2012","BBF4T","Business, Its Nature and Environment","Grade 12","College Delivered (Dual Credits)","21"
"2011-2012","BBG4T","Management Principles","Grade 12","College Delivered (Dual Credits)","11"
"2011-2012","BBI1O","Introduction to Business","Grade 9","Open (Grade 9 - 12 level)","4043"
"2011-2012","BBI2O","Introduction to Business","Grade 10","Open (Grade 9 - 12 level)","26044"
"2011-2012","BBJ4T","Introduction to Business Management","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BBJ4Z","Introduction to Business Management","Grade 12","University Delivered (Dual Credits)","<10"
"2011-2012","BBK4T","Droit et Affaires","Grade 12","College Delivered (Dual Credits)","17"
"2011-2012","BBL4T","Business Law","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BBN4T","Foundations of Operations","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BBO4T","Business Law I","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BBS4Z","Introduction to Business Management II","Grade 12","University Delivered (Dual Credits)","<10"
"2011-2012","BBU4T","Business Fundamentals II","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BBV4T","Operational Management","Grade 12","College Delivered (Dual Credits)","15"
"2011-2012","BCA4T","Business Communications","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BCF4T","Customer Service","Grade 12","College Delivered (Dual Credits)","112"
"2011-2012","BCG4T","Customer Relations","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BCM4T","Carpentry Customer Communications","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BCN4T","Social Understanding for Customer Care II","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BDA4T","Entrepreneurship","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BDB4T","Entrepreneurship and Small Business","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BDI3C","Introduction to Entrepreneurial Studies","Grade 11","College Preparation (Grade 11 & 12 level)","11034"
"2011-2012","BDP3O","The Enterprising Person","Grade 11","Open (Grade 9 - 12 level)","1413"
"2011-2012","BDV4C","Entrepreneurship: Venture Planning in an Electronic Age","Grade 12","College Preparation (Grade 11 & 12 level)","1721"
"2011-2012","BMA4T","Introduction to Marketing","Grade 12","College Delivered (Dual Credits)","54"
"2011-2012","BMB4T","Marketing","Grade 12","College Delivered (Dual Credits)","36"
"2011-2012","BME4T","Principles of Marketing","Grade 12","College Delivered (Dual Credits)","13"
"2011-2012","BMF4T","Marketing and Advertising Principles in Graphics/Packaging","Grade 12","College Delivered (Dual Credits)","27"
"2011-2012","BMI3C","Introduction to Marketing","Grade 11","College Preparation (Grade 11 & 12 level)","17261"
"2011-2012","BMK4T","Pitching the Campaign","Grade 12","College Delivered (Dual Credits)","24"
"2011-2012","BMX3E","Introduction to Retail and Services Marketing","Grade 11","Workplace Preparation (Grade 11 & 12 level)","1993"
"2011-2012","BOA4T","Human Relations","Grade 12","College Delivered (Dual Credits)","29"
"2011-2012","BOB4T","Organizational Behaviour","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BOC4T","Office Procedures","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BOE4T","Project Management","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BOG4E","Business Leadership: Becoming a Manager","Grade 12","Workplace Preparation (Grade 11 & 12 level)","1337"
"2011-2012","BOH4M","Business Leadership: Management Fundamentals","Grade 12","University/College Preparation (Grade 11 & 12 level)","17182"
"2011-2012","BOI4T","Introductory Human Resources","Grade 12","College Delivered (Dual Credits)","12"
"2011-2012","BON4T","Conflict Management","Grade 12","College Delivered (Dual Credits)","17"
"2011-2012","BOO4T","Principles of Human Resource Management","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","BTA3O","Information and Communication Technology: The Digital Environment","Grade 11","Open (Grade 9 - 12 level)","9255"
"2011-2012","BTG4T","Computer Applications for Business and Technology","Grade 12","College Delivered (Dual Credits)","14"
"2011-2012","BTT1O","Information and Communication Technology in Business","Grade 9","Open (Grade 9 - 12 level)","45611"
"2011-2012","BTT2O","Information and Communication Technology in Business","Grade 10","Open (Grade 9 - 12 level)","5639"
"2011-2012","BTX4C","Information and Communication Technology: The Digital Environment","Grade 12","College Preparation (Grade 11 & 12 level)","647"
"2011-2012","BTX4E","Information and Communication Technology: The Digital Environment","Grade 12","Workplace Preparation (Grade 11 & 12 level)","523"
"2011-2012","CCL3O","Cours de compétences linguistiques des écoles secondaires de l'Ontario","Grade 11","Open (Grade 9 - 12 level)","<10"
"2011-2012","CCL4O","Cours de compétences linguistiques des écoles secondaires de l'Ontario","Grade 12","Open (Grade 9 - 12 level)","1003"
"2011-2012","CGA4T","World Destinations I","Grade 12","College Delivered (Dual Credits)","15"
"2011-2012","CGC1D","Issues in Canadian Geography","Grade 9","Academic (Grade 9 & 10 level)","106338"
"2011-2012","CGC1P","Geography of Canada","Grade 9","Applied (Grade 9 & 10 level)","49777"
"2011-2012","CGD3M","The Americas: Geography Patterns and Issues","Grade 11","University/College Preparation (Grade 11 & 12 level)","146"
"2011-2012","CGF3M","Physical Geography: Patterns, Processes, and Interactions","Grade 11","University/College Preparation (Grade 11 & 12 level)","4711"
"2011-2012","CGG3O","Regional Geography: Travel and Tourism","Grade 11","Open (Grade 9 - 12 level)","16826"
"2011-2012","CGO4M","Geomatics: Geotechnologies in Action","Grade 12","University/College Preparation (Grade 11 & 12 level)","496"
"2011-2012","CGR4E","Environment and Resource Management","Grade 12","Workplace Preparation (Grade 11 & 12 level)","684"
"2011-2012","CGR4M","Environment and Resource Management","Grade 12","University/College Preparation (Grade 11 & 12 level)","6449"
"2011-2012","CGT3E","Geographic: The Geographer's Toolkit","Grade 11","Workplace Preparation (Grade 11 & 12 level)","317"
"2011-2012","CGU4C","World Geography: Urban Patterns and Interactions","Grade 12","College Preparation (Grade 11 & 12 level)","618"
"2011-2012","CGU4U","World Geography: Human Patterns and Interactions","Grade 12","University Preparation (Grade 11 & 12 level)","1051"
"2011-2012","CGW4U","Canadian and World Issues: A Geographic Analysis","Grade 12","University Preparation (Grade 11 & 12 level)","18057"
"2011-2012","CHA3U","American History","Grade 11","University Preparation (Grade 11 & 12 level)","7382"
"2011-2012","CHC2D","Canadian History Since World War I","Grade 10","Academic (Grade 9 & 10 level)","102799"
"2011-2012","CHC2P","Canadian History Since World War I","Grade 10","Applied (Grade 9 & 10 level)","51203"
"2011-2012","CHF4U","Ontario français","Grade 12","University Preparation (Grade 11 & 12 level)","<10"
"2011-2012","CHH3C","Canadian History and Politics Since 1945","Grade 11","College Preparation (Grade 11 & 12 level)","194"
"2011-2012","CHH3E","Canadian History and Politics Since 1945","Grade 11","Workplace Preparation (Grade 11 & 12 level)","67"
"2011-2012","CHI4U","Canada: History, Identity and Culture","Grade 12","University Preparation (Grade 11 & 12 level)","3450"
"2011-2012","CHM4E","Adventures in World History","Grade 12","Workplace Preparation (Grade 11 & 12 level)","1758"
"2011-2012","CHT3O","World History Since 1900 : Global and Regional Perspectives","Grade 11","Open (Grade 9 - 12 level)","3459"
"2011-2012","CHV2O","Civics (0.5 credit)","Grade 10","Open (Grade 9 - 12 level)","155447"
"2011-2012","CHW3M","World History to the Sixteenth Century","Grade 11","University/College Preparation (Grade 11 & 12 level)","22711"
"2011-2012","CHY4C","World History: The West and the World","Grade 12","College Preparation (Grade 11 & 12 level)","2245"
"2011-2012","CHY4U","World History: The West and the World","Grade 12","University Preparation (Grade 11 & 12 level)","19694"
"2011-2012","CIA4U","Analysing Current Economic Issues","Grade 12","University Preparation (Grade 11 & 12 level)","11122"
"2011-2012","CIC3E","Making Economic Choices","Grade 11","Workplace Preparation (Grade 11 & 12 level)","74"
"2011-2012","CIE3M","The Individual and the Economy","Grade 11","University/College Preparation (Grade 11 & 12 level)","3195"
"2011-2012","CLC4T","Technique de defense","Grade 12","College Delivered (Dual Credits)","23"
"2011-2012","CLE4T","Crime","Grade 12","College Delivered (Dual Credits)","38"
"2011-2012","CLK4T","Law Enforcement Communications","Grade 12","College Delivered (Dual Credits)","18"
"2011-2012","CLN4U","Canadian and International Law","Grade 12","University Preparation (Grade 11 & 12 level)","24051"
"2011-2012","CLU3E","Understanding Canadian Law","Grade 11","Workplace Preparation (Grade 11 & 12 level)","2652"
"2011-2012","CLU3M","Understanding Canadian Law","Grade 11","University/College Preparation (Grade 11 & 12 level)","34278"
"2011-2012","CPA4T","Active Citizenship","Grade 12","College Delivered (Dual Credits)","213"
"2011-2012","CPB4T","Canadian Government","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","CPC3O","Canadian Politics and Citizenship","Grade 11","Open (Grade 9 - 12 level)","139"
"2011-2012","CPF4T","Contemporary Canada","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","CPW4U","Canadian and World Politics","Grade 12","University Preparation (Grade 11 & 12 level)","5754"
"2011-2012","EAB3O","Communications for the World of Business and Technology","Grade 11","Open (Grade 9 - 12 level)","18"
"2011-2012","EAC4C","The Writer's Craft","Grade 12","College Preparation (Grade 11 & 12 level)","<10"
"2011-2012","EAC4U","The Writer's Craft","Grade 12","University Preparation (Grade 11 & 12 level)","428"
"2011-2012","EAE1D","English","Grade 9","Academic (Grade 9 & 10 level)","4178"
"2011-2012","EAE1P","English","Grade 9","Applied (Grade 9 & 10 level)","1386"
"2011-2012","EAE2D","English","Grade 10","Academic (Grade 9 & 10 level)","3979"
"2011-2012","EAE2P","English","Grade 10","Applied (Grade 9 & 10 level)","1562"
"2011-2012","EAE3C","English","Grade 11","College Preparation (Grade 11 & 12 level)","1780"
"2011-2012","EAE3E","English","Grade 11","Workplace Preparation (Grade 11 & 12 level)","111"
"2011-2012","EAE3R","English, Grade 11 Transfer Course, Workplace Preparation to College Preparation","Grade 11","College Preparation (Transfer) (2nd course)","<10"
"2011-2012","EAE3U","English","Grade 11","University Preparation (Grade 11 & 12 level)","3632"
"2011-2012","EAE4C","English","Grade 12","College Preparation (Grade 11 & 12 level)","1661"
"2011-2012","EAE4E","English","Grade 12","Workplace Preparation (Grade 11 & 12 level)","60"
"2011-2012","EAE4U","English","Grade 12","University Preparation (Grade 11 & 12 level)","2885"
"2011-2012","EAL4U","English Literature","Grade 12","University Preparation (Grade 11 & 12 level)","111"
"2011-2012","EANAO","Anglais pour débutants 1 (APD1)","Level 1","Open (Grade 9 - 12 level)","300"
"2011-2012","EANBO","Anglais pour débutants 2 (APD2)","Level 2","Open (Grade 9 - 12 level)","309"
"2011-2012","EANCO","Anglais pour débutants 3 (APD3)","Level 3","Open (Grade 9 - 12 level)","94"
"2011-2012","EANDO","Anglais pour débutants 4 (APD4)","Level 4","Open (Grade 9 - 12 level)","88"
"2011-2012","EAT3M","Canadian Literature","Grade 11","University/College Preparation (Grade 11 & 12 level)","13"
"2011-2012","EBA4T","Communications I","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","EBC4T","Communications","Grade 12","College Delivered (Dual Credits)","88"
"2011-2012","EBF4T","Communications II","Grade 12","College Delivered (Dual Credits)","<10"
"2011-2012","EBH4T","Introductory College Communications","Grade 12","College Delivered (Dual Credits)","10"
"2011-2012","EBT4O","Communications in the World of Busienss and Technology","Grade 12","Open (Grade 9 - 12 level)","772"
"2011-2012","ELDAO","Beginning Literacy","Level 1","Open (Grade 9 - 12 level)","668"
"2011-2012","ELDBO","Basic Literacy Skills","Level 2","Open (Grade 9 - 12 level)","574"
"2011-2012","ELDCO","Literacy in Daily Life","Level 3","Open (Grade 9 - 12 level)","575"
"2011-2012","ELDDO","Literacy in Social and Work","Level 4","Open (Grade 9 - 12 level)","442"
"2011-2012","ELDEO","English Literacy Dev","Level 5","Open (Grade 9 - 12 level)","220"
"2011-2012","ELS2O","Literacy Skills, Gr 10, Open","Grade 10","Open (Grade 9 - 12 level)","2615"
"2011-2012","ELS3O","Literacy Schools:Reading and Writing","Grade 11","Open (Grade 9 - 12 level)","306"
